ts,marker_id,color,det_u,det_v,gt_u,gt_v,pixel_err_px,roll_deg,pitch_deg,yaw_deg,gt_depth_geom_m,gt_depth_img_m,da3_depth_m,da3_lin_m,da3_quad_m,err_raw_m,err_lin_m,err_quad_m,jitter_m,gt_x_cam_m,gt_y_cam_m,gt_z_cam_m,blob_area_px,detected
2014.169,da3_portrait_marker_purple,purple,nan,nan,248,138,nan,9.41509412089283E-18,-0.00104644216548149,-92.1794901799924,20.3671417236328,10,nan,nan,nan,20.3671417236328,0.606369137763977,0.279180705547333,0,0,,,,
2014.169,da3_portrait_marker_green,green,nan,nan,245,131,nan,9.41509412089283E-18,-0.00104644216548149,-92.1794901799924,20.3519477844238,10,nan,nan,nan,20.3519477844238,1.00607991218567,1.27918088436127,0,0,,,,
2014.169,da3_portrait_marker_cyan,cyan,nan,nan,244,135,nan,9.41509412089283E-18,-0.00104644216548149,-92.1794901799924,20.3481349945068,10,nan,nan,nan,20.3481349945068,1.10600733757019,0.729180991649628,0,0,,,,
2014.169,da3_portrait_marker_yellow,yellow,nan,nan,249,134,nan,9.41509412089283E-18,-0.00104644216548149,-92.1794901799924,20.3747596740723,10,nan,nan,nan,20.3747596740723,0.406513512134552,0.929180562496185,0,0,,,,
2014.169,da3_portrait_marker_orange,orange,nan,nan,253,137,nan,9.41509412089283E-18,-0.00104644216548149,-92.1794901799924,20.3937664031982,10,nan,nan,nan,20.3937664031982,-0.0931247472763062,0.479180157184601,0,0,,,,
2014.219,da3_portrait_marker_red,red,nan,nan,241,136,nan,1.08710365115516E-17,-0.00126346108515535,-92.1794901799924,20.3291149139404,10,nan,nan,nan,20.3291149139404,1.60564601421356,0.560449838638306,0,0,,,,
2014.219,da3_portrait_marker_purple,purple,nan,nan,248,138,nan,1.08710365115516E-17,-0.00126346108515535,-92.1794901799924,20.3671379089355,10,nan,nan,nan,20.3671379089355,0.606369435787201,0.279088973999023,0,0,,,,
2014.219,da3_portrait_marker_green,green,nan,nan,245,131,nan,1.08710365115516E-17,-0.00126346108515535,-92.1794901799924,20.3519496917725,10,nan,nan,nan,20.3519496917725,1.00608015060425,1.27908909320831,0,0,,,,
2014.219,da3_portrait_marker_cyan,cyan,nan,nan,244,135,nan,1.08710365115516E-17,-0.00126346108515535,-92.1794901799924,20.3481330871582,10,nan,nan,nan,20.3481330871582,1.10600769519806,0.729089319705963,0,0,,,,
2014.219,da3_portrait_marker_yellow,yellow,nan,nan,249,134,nan,1.08710365115516E-17,-0.00126346108515535,-92.1794901799924,20.3747596740723,10,nan,nan,nan,20.3747596740723,0.406513810157776,0.929088771343231,0,0,,,,
2014.219,da3_portrait_marker_orange,orange,nan,nan,253,137,nan,1.08710365115516E-17,-0.00126346108515535,-92.1794901799924,20.3937644958496,10,nan,nan,nan,20.3937644958496,-0.0931244492530823,0.479088306427002,0,0,,,,
2014.263,da3_portrait_marker_red,red,nan,nan,241,136,nan,1.42682354224304E-17,-0.00143706943124702,-92.1794901799925,20.3291130065918,10,nan,nan,nan,20.3291130065918,1.60564589500427,0.560351014137268,0,0,,,,
2014.263,da3_portrait_marker_purple,purple,nan,nan,248,138,nan,1.42682354224304E-17,-0.00143706943124702,-92.1794901799925,20.3671360015869,10,nan,nan,nan,20.3671360015869,0.606369316577911,0.278990000486374,0,0,,,,
2014.263,da3_portrait_marker_green,green,nan,nan,245,131,nan,1.42682354224304E-17,-0.00143706943124702,-92.1794901799925,20.3519496917725,10,nan,nan,nan,20.3519496917725,1.00608003139496,1.27899026870728,0,0,,,,
2014.263,da3_portrait_marker_cyan,cyan,nan,nan,244,135,nan,1.42682354224304E-17,-0.00143706943124702,-92.1794901799925,20.3481330871582,10,nan,nan,nan,20.3481330871582,1.10600757598877,0.728990435600281,0,0,,,,
2014.263,da3_portrait_marker_yellow,yellow,nan,nan,249,134,nan,1.42682354224304E-17,-0.00143706943124702,-92.1794901799925,20.3747577667236,10,nan,nan,nan,20.3747577667236,0.406513690948486,0.928989768028259,0,0,,,,
2014.263,da3_portrait_marker_orange,orange,nan,nan,253,137,nan,1.42682354224304E-17,-0.00143706943124702,-92.1794901799925,20.3937606811523,10,nan,nan,nan,20.3937606811523,-0.0931245684623718,0.478989273309708,0,0,,,,
2014.304,da3_portrait_marker_red,red,nan,nan,241,136,nan,1.67918688994953E-17,-0.00156581740798532,-92.1794901799925,20.3291110992432,10,nan,nan,nan,20.3291110992432,1.60564565658569,0.560344278812408,0,0,,,,
2014.304,da3_portrait_marker_purple,purple,nan,nan,248,138,nan,1.67918688994953E-17,-0.00156581740798532,-92.1794901799925,20.3671321868897,10,nan,nan,nan,20.3671321868897,0.606369137763977,0.27898320555687,0,0,,,,
2014.304,da3_portrait_marker_green,green,nan,nan,245,131,nan,1.67918688994953E-17,-0.00156581740798532,-92.1794901799925,20.3519477844238,10,nan,nan,nan,20.3519477844238,1.00607991218567,1.27898347377777,0,0,,,,
2014.304,da3_portrait_marker_cyan,cyan,nan,nan,244,135,nan,1.67918688994953E-17,-0.00156581740798532,-92.1794901799925,20.3481292724609,10,nan,nan,nan,20.3481292724609,1.10600733757019,0.728983640670776,0,0,,,,
2014.304,da3_portrait_marker_yellow,yellow,nan,nan,249,134,nan,1.67918688994953E-17,-0.00156581740798532,-92.1794901799925,20.374755859375,10,nan,nan,nan,20.374755859375,0.406513512134552,0.928982973098755,0,0,,,,
2014.304,da3_portrait_marker_orange,orange,nan,nan,253,137,nan,1.67918688994953E-17,-0.00156581740798532,-92.1794901799925,20.3937587738037,10,nan,nan,nan,20.3937587738037,-0.0931247472763062,0.478982418775558,0,0,,,,
2014.336,da3_portrait_marker_red,red,nan,nan,241,136,nan,1.8636062594421E-17,-0.00164925449212946,-92.1794901799925,20.3291091918945,10,nan,nan,nan,20.3291091918945,1.60564613342285,0.560353577136993,0,0,,,,
2014.336,da3_portrait_marker_purple,purple,nan,nan,248,138,nan,1.8636062594421E-17,-0.00164925449212946,-92.1794901799925,20.367130279541,10,nan,nan,nan,20.367130279541,0.606369554996491,0.278992474079132,0,0,,,,
2014.336,da3_portrait_marker_green,green,nan,nan,245,131,nan,1.8636062594421E-17,-0.00164925449212946,-92.1794901799925,20.3519477844238,10,nan,nan,nan,20.3519477844238,1.00608026981354,1.27899289131165,0,0,,,,
2014.336,da3_portrait_marker_cyan,cyan,nan,nan,244,135,nan,1.8636062594421E-17,-0.00164925449212946,-92.1794901799925,20.3481292724609,10,nan,nan,nan,20.3481292724609,1.10600781440735,0.728992938995361,0,0,,,,
2014.336,da3_portrait_marker_yellow,yellow,nan,nan,249,134,nan,1.8636062594421E-17,-0.00164925449212946,-92.1794901799925,20.374755859375,10,nan,nan,nan,20.374755859375,0.406513929367065,0.928992211818695,0,0,,,,
2014.336,da3_portrait_marker_orange,orange,nan,nan,253,137,nan,1.8636062594421E-17,-0.00164925449212946,-92.1794901799925,20.3937568664551,10,nan,nan,nan,20.3937568664551,-0.0931243300437927,0.478991627693176,0,0,,,,
2014.371,da3_portrait_marker_red,red,nan,nan,241,136,nan,1.86360625947891E-17,-0.00168811720772146,-92.1794901799925,20.3291072845459,10,nan,nan,nan,20.3291072845459,1.60564601421356,0.560242295265198,0,0,,,,
2014.371,da3_portrait_marker_purple,purple,nan,nan,248,138,nan,1.86360625947891E-17,-0.00168811720772146,-92.1794901799925,20.3671264648438,10,nan,nan,nan,20.3671264648438,0.606369435787201,0.278881162405014,0,0,,,,
2014.371,da3_portrait_marker_green,green,nan,nan,245,131,nan,1.86360625947891E-17,-0.00168811720772146,-92.1794901799925,20.3519458770752,10,nan,nan,nan,20.3519458770752,1.00608015060425,1.27888154983521,0,0,,,,
2014.371,da3_portrait_marker_cyan,cyan,nan,nan,244,135,nan,1.86360625947891E-17,-0.00168811720772146,-92.1794901799925,20.3481254577637,10,nan,nan,nan,20.3481254577637,1.10600769519806,0.728881657123566,0,0,,,,
2014.371,da3_portrait_marker_yellow,yellow,nan,nan,249,134,nan,1.86360625947891E-17,-0.00168811720772146,-92.1794901799925,20.3747520446777,10,nan,nan,nan,20.3747520446777,0.406513810157776,0.928880929946899,0,0,,,,
2014.371,da3_portrait_marker_orange,orange,nan,nan,253,137,nan,1.86360625947891E-17,-0.00168811720772146,-92.1794901799925,20.3937530517578,10,nan,nan,nan,20.3937530517578,-0.0931244492530823,0.478880286216736,0,0,,,,
2014.404,da3_portrait_marker_red,red,nan,nan,241,136,nan,1.90243138988184E-17,-0.0016851697746823,-92.1794901799925,20.3291053771973,10,nan,nan,nan,20.3291053771973,1.60564589500427,0.560074865818024,0,0,,,,
2014.404,da3_portrait_marker_purple,purple,nan,nan,248,138,nan,1.90243138988184E-17,-0.0016851697746823,-92.1794901799925,20.3671245574951,10,nan,nan,nan,20.3671245574951,0.606369376182556,0.278713703155518,0,0,,,,
