ts,marker_id,color,det_u,det_v,gt_u,gt_v,pixel_err_px,roll_deg,pitch_deg,yaw_deg,gt_depth_geom_m,gt_depth_img_m,da3_raw_m,da3_lin_m,da3_quad_m,err_raw_m,err_lin_m,err_quad_m,jitter_m,gt_x_cam_m,gt_y_cam_m,gt_z_cam_m,blob_area_px,detected
729.613,da3_marker_green,green,206.2736413043478,118.94927536231884,207,120,1.2773485111666965,1.4670203594334254e-260,1.5191444826390104e-241,-7.61738175912992e-05,3.2236716747283936,3.218672513961792,3.1407876014709473,2.183364194536209,2.041576590877284,0.08288407325744629,1.0403074801921846,1.1820950838511095,0.0024178028106689453,3.2236716747283936,0.9981429576873779,0.46062707901000977,46,1
729.613,da3_marker_cyan,cyan,161.04375,95.66666666666667,162,96,1.0126821681115599,1.4670203594334254e-260,1.5191444826390104e-241,-7.61738175912992e-05,3.223670482635498,3.2186713218688965,3.145623207092285,2.185784415149689,2.0437034271565957,0.07804727554321289,1.0378860674858092,1.1799670554789023,0.004835844039916992,3.223670482635498,1.998142957687378,0.9806270599365234,52,1
729.613,da3_marker_yellow,yellow,219.76171875,118.17361111111111,221,119,1.4887105325685615,1.4670203594334254e-260,1.5191444826390104e-241,-7.61738175912992e-05,3.2236721515655518,3.218672752380371,3.1335339546203613,2.179733744287491,2.0383908757193385,0.09013819694519043,1.0439384072780609,1.1852812758462132,0.0,3.2236721515655518,0.6981430053710938,0.48062705993652344,48,1
729.613,da3_marker_orange,orange,181.9125,127.94444444444444,183,129,1.515537456107309,1.4670203594334254e-260,1.5191444826390104e-241,-7.61738175912992e-05,3.2236709594726562,3.218672513961792,3.145623207092285,2.185784415149689,2.0437034271565957,0.0780477523803711,1.0378865443229675,1.1799675323160606,0.004835844039916992,3.2236709594726562,1.5381429195404053,0.2606271505355835,52,1
729.667,da3_marker_red,red,196.1880319148936,108.88888888888889,197,110,1.376175887183731,1.6902007823317276e-260,1.2206176163190401e-241,-7.61738175912992e-05,3.2236714363098145,3.218672752380371,3.1238625049591064,2.1748931837320327,2.03415195944627,0.09980893135070801,1.0487782525777818,1.1895194768635444,0.02176070213317871,3.2236714363098145,1.2181429862976074,0.6808768510818481,47,1
729.667,da3_marker_purple,purple,201.70053191489365,131.44444444444446,203,132,1.4132442391598858,1.6902007823317276e-260,1.2206176163190401e-241,-7.61738175912992e-05,3.2236716747283936,3.218672275543213,3.1311161518096924,2.1785236339807508,2.037330243968759,0.09255552291870117,1.0451480407476428,1.1863414307596347,0.014507055282592773,3.2236716747283936,1.0981428623199463,0.18087685108184814,47,1
729.667,da3_marker_green,green,206.325,118.90070921985816,207,120,1.2899865190399766,1.6902007823317276e-260,1.2206176163190401e-241,-7.61738175912992e-05,3.2236716747283936,3.218672513961792,3.1214447021484375,2.173683073425293,2.033093804492764,0.10222697257995605,1.0499886013031006,1.1905778702356296,0.019342899322509766,3.2236716747283936,0.9981429576873779,0.46087682247161865,47,1
729.667,da3_marker_cyan,cyan,161.04375,95.66666666666667,162,96,1.0126821681115599,1.6902007823317276e-260,1.2206176163190401e-241,-7.61738175912992e-05,3.223670482635498,3.2186713218688965,3.1286983489990234,2.177313523674011,2.0362702314021828,0.09497213363647461,1.046356958961487,1.1874002512333153,0.01692485809326172,3.223670482635498,1.998142957687378,0.9808768033981323,52,1
729.667,da3_marker_yellow,yellow,220.0717105263158,117.94931773879142,221,119,1.4020180316141675,1.6902007823317276e-260,1.2206176163190401e-241,-7.61738175912992e-05,3.2236721515655518,3.218672752380371,3.1190268993377686,2.172472963118553,2.032036268723262,0.1046452522277832,1.0511991884469989,1.1916358828422897,0.014507055282592773,3.2236721515655518,0.6981430053710938,0.4808768033981323,57,1
729.667,da3_marker_orange,orange,181.9125,127.94444444444444,183,129,1.515537456107309,1.6902007823317276e-260,1.2206176163190401e-241,-7.61738175912992e-05,3.2236709594726562,3.218672513961792,3.1311161518096924,2.1785236339807508,2.037330243968759,0.09255480766296387,1.0451473254919055,1.1863407155038974,0.014507055282592773,3.2236709594726562,1.5381429195404053,0.2608768939971924,52,1
729.703,da3_marker_red,red,196.1880319148936,108.88888888888889,197,110,1.376175887183731,1.7072591586042093e-260,1.037419564895114e-241,-7.61738175912992e-05,3.2236714363098145,3.218672752380371,3.1335339546203613,2.179733744287491,2.0383908757193385,0.09013748168945312,1.0439376920223236,1.185280560590476,0.009671449661254883,3.2236714363098145,1.2181429862976074,0.6808493733406067,47,1
729.703,da3_marker_purple,purple,201.70053191489365,131.44444444444446,203,132,1.4132442391598858,1.7072591586042093e-260,1.037419564895114e-241,-7.61738175912992e-05,3.2236716747283936,3.218672275543213,3.1335339546203613,2.179733744287491,2.0383908757193385,0.09013772010803223,1.0439379304409027,1.185280799009055,0.0024178028106689453,3.2236716747283936,1.0981428623199463,0.1808493733406067,47,1
729.703,da3_marker_green,green,206.325,118.90070921985816,207,120,1.2899865190399766,1.7072591586042093e-260,1.037419564895114e-241,-7.61738175912992e-05,3.2236716747283936,3.218672513961792,3.1286983489990234,2.177313523674011,2.0362702314021828,0.09497332572937012,1.0463581510543825,1.1874014433262108,0.0072536468505859375,3.2236716747283936,0.9981429576873779,0.4608493447303772,47,1
729.703,da3_marker_cyan,cyan,161.04375,95.66666666666667,162,96,1.0126821681115599,1.7072591586042093e-260,1.037419564895114e-241,-7.61738175912992e-05,3.223670482635498,3.2186713218688965,3.1311161518096924,2.1785236339807508,2.037330243968759,0.09255433082580566,1.0451468486547473,1.1863402386667392,0.0024178028106689453,3.223670482635498,1.998142957687378,0.9808493256568909,52,1
729.703,da3_marker_yellow,yellow,220.10625,118.22222222222223,221,119,1.1847899957819312,1.7072591586042093e-260,1.037419564895114e-241,-7.61738175912992e-05,3.2236721515655518,3.218672752380371,3.1190268993377686,2.172472963118553,2.032036268723262,0.1046452522277832,1.0511991884469989,1.1916358828422897,0.0,3.2236721515655518,0.6981430053710938,0.48084932565689087,52,1
729.703,da3_marker_orange,orange,181.9125,127.94444444444444,183,129,1.515537456107309,1.7072591586042093e-260,1.037419564895114e-241,-7.61738175912992e-05,3.2236709594726562,3.218672513961792,3.1311161518096924,2.1785236339807508,2.037330243968759,0.09255480766296387,1.0451473254919055,1.1863407155038974,0.0,3.2236709594726562,1.5381429195404053,0.2608494162559509,52,1
729.732,da3_marker_red,red,196.1880319148936,108.88888888888889,197,110,1.376175887183731,1.6710101090251855e-260,8.415593542787835e-242,-7.61738175912992e-05,3.2236714363098145,3.218672752380371,3.1286983489990234,2.177313523674011,2.0362702314021828,0.09497308731079102,1.0463579126358034,1.1874012049076317,0.004835605621337891,3.2236714363098145,1.2181429862976074,0.680669367313385,47,1
729.732,da3_marker_purple,purple,201.70053191489365,131.44444444444446,203,132,1.4132442391598858,1.6710101090251855e-260,8.415593542787835e-242,-7.61738175912992e-05,3.2236716747283936,3.218672275543213,3.1286983489990234,2.177313523674011,2.0362702314021828,0.09497332572937012,1.0463581510543825,1.1874014433262108,0.004835605621337891,3.2236716747283936,1.0981428623199463,0.180669367313385,47,1
729.732,da3_marker_green,green,206.2736413043478,118.94927536231884,207,120,1.2773485111666965,1.6710101090251855e-260,8.415593542787835e-242,-7.61738175912992e-05,3.2236716747283936,3.218672513961792,3.1238625049591064,2.1748931837320327,2.03415195944627,0.09980916976928711,1.048778490996361,1.1895197152821235,0.004835844039916992,3.2236716747283936,0.9981429576873779,0.4606693387031555,46,1
729.732,da3_marker_cyan,cyan,161.04375,95.66666666666667,162,96,1.0126821681115599,1.6710101090251855e-260,8.415593542787835e-242,-7.61738175912992e-05,3.223670482635498,3.2186713218688965,3.1335339546203613,2.179733744287491,2.0383908757193385,0.09013652801513672,1.0439367383480072,1.1852796069161595,0.0024178028106689453,3.223670482635498,1.998142957687378,0.9806693196296692,52,1
729.732,da3_marker_yellow,yellow,219.81303191489363,118.22222222222223,221,119,1.4190953127489414,1.6710101090251855e-260,8.415593542787835e-242,-7.61738175912992e-05,3.2236721515655518,3.218672752380371,3.1214447021484375,2.173683073425293,2.033093804492764,0.10222744941711426,1.0499890781402588,1.1905783470727878,0.0024178028106689453,3.2236721515655518,0.6981430053710938,0.4806693196296692,47,1
729.732,da3_marker_orange,orange,181.9125,127.94444444444444,183,129,1.515537456107309,1.6710101090251855e-260,8.415593542787835e-242,-7.61738175912992e-05,3.2236709594726562,3.218672513961792,3.1286983489990234,2.177313523674011,2.0362702314021828,0.09497261047363281,1.0463574357986452,1.1874007280704735,0.0024178028106689453,3.2236709594726562,1.5381429195404053,0.26066941022872925,52,1
729.775,da3_marker_red,red,196.13885869565217,108.93961352657004,197,110,1.3660101826440005,1.5871397590188173e-260,6.40361424865259e-242,-7.61738175912992e-05,3.2236714363098145,3.218672752380371,3.1286983489990234,2.177313523674011,2.0362702314021828,0.09497308731079102,1.0463579126358034,1.1874012049076317,0.0,3.2236714363098145,1.2181429862976074,0.6803985238075256,46,1
729.775,da3_marker_purple,purple,201.70053191489365,131.44444444444446,203,132,1.4132442391598858,1.5871397590188173e-260,6.40361424865259e-242,-7.61738175912992e-05,3.2236716747283936,3.218672275543213,3.1311161518096924,2.1785236339807508,2.037330243968759,0.09255552291870117,1.0451480407476428,1.1863414307596347,0.0024178028106689453,3.2236716747283936,1.0981428623199463,0.18039852380752563,47,1
729.775,da3_marker_green,green,206.325,119.0,207,120,1.2064928512013717,1.5871397590188173e-260,6.40361424865259e-242,-7.61738175912992e-05,3.2236716747283936,3.218672513961792,3.1214447021484375,2.173683073425293,2.033093804492764,0.10222697257995605,1.0499886013031006,1.1905778702356296,0.0024178028106689453,3.2236716747283936,0.9981429576873779,0.46039849519729614,47,1
729.775,da3_marker_cyan,cyan,161.04375,95.66666666666667,162,96,1.0126821681115599,1.5871397590188173e-260,6.40361424865259e-242,-7.61738175912992e-05,3.223670482635498,3.2186713218688965,3.1286983489990234,2.177313523674011,2.0362702314021828,0.09497213363647461,1.046356958961487,1.1874002512333153,0.004835605621337891,3.223670482635498,1.998142957687378,0.9803984761238098,52,1
729.775,da3_marker_yellow,yellow,220.0717105263158,117.94931773879142,221,119,1.4020180316141675,1.5871397590188173e-260,6.40361424865259e-242,-7.61738175912992e-05,3.2236721515655518,3.218672752380371,3.1190268993377686,2.172472963118553,2.032036268723262,0.1046452522277832,1.0511991884469989,1.1916358828422897,0.0024178028106689453,3.2236721515655518,0.6981430053710938,0.4803984761238098,57,1
729.775,da3_marker_orange,orange,181.9125,127.94444444444444,183,129,1.515537456107309,1.5871397590188173e-260,6.40361424865259e-242,-7.61738175912992e-05,3.2236709594726562,3.218672513961792,3.1286983489990234,2.177313523674011,2.0362702314021828,0.09497261047363281,1.0463574357986452,1.1874007280704735,0.0,3.2236709594726562,1.5381429195404053,0.2603985667228699,52,1
729.833,da3_marker_red,red,196.13885869565217,108.93961352657004,197,110,1.3660101826440005,1.31171805878604e-260,2.4765839827132197e-242,-7.61738175912992e-05,3.2236714363098145,3.218672752380371,3.164966106414795,2.195465536260605,2.052235750459536,0.05870532989501953,1.0282059000492096,1.1714356858502786,0.036267757415771484,3.2236714363098145,1.2181429862976074,0.6797338128089905,46,1
729.833,da3_marker_purple,purple,201.70053191489365,131.44444444444446,203,132,1.4132442391598858,1.31171805878604e-260,2.4765839827132197e-242,-7.61738175912992e-05,3.2236716747283936,3.218672275543213,3.1770553588867188,2.2015162071228027,2.0575885505666864,0.046616315841674805,1.0221554676055908,1.1660831241617071,0.04593920707702637,3.2236716747283936,1.0981428623199463,0.17973381280899048,47,1
729.833,da3_marker_green,green,206.325,119.0,207,120,1.2064928512013717,1.31171805878604e-260,2.4765839827132197e-242,-7.61738175912992e-05,3.2236716747283936,3.218672513961792,3.162548303604126,2.194255425953865,2.0511670691337307,0.06112337112426758,1.0294162487745284,1.1725046055946629,0.04110360145568848,3.2236716747283936,0.9981429576873779,0.459733784198761,47,1
729.833,da3_marker_cyan,cyan,161.04375,95.66666666666667,162,96,1.0126821681115599,1.31171805878604e-260,2.4765839827132197e-242,-7.61738175912992e-05,3.223670482635498,3.2186713218688965,3.167383909225464,2.1966756465673445,2.053305050969345,0.05628657341003418,1.0269948360681536,1.170365431666153,0.03868556022644043,3.223670482635498,1.998142957687378,0.9797337651252747,52,1
729.833,da3_marker_yellow,yellow,220.05424528301884,118.17819706498953,221,119,1.2529214056292297,1.31171805878604e-260,2.4765839827132197e-242,-7.61738175912992e-05,3.2236721515655518,3.218672752380371,3.162548303604126,2.194255425953865,2.0511670691337307,0.06112384796142578,1.0294167256116866,1.172505082431821,0.04352140426635742,3.2236721515655518,0.6981430053710938,0.47973376512527466,53,1
729.833,da3_marker_orange,orange,181.9125,127.94444444444444,183,129,1.515537456107309,1.31171805878604e-260,2.4765839827132197e-242,-7.61738175912992e-05,3.2236709594726562,3.218672513961792,3.172219753265381,2.199095986509323,2.055445615136924,0.05145120620727539,1.0245749729633333,1.1682253443357324,0.04352140426635742,3.2236709594726562,1.5381429195404053,0.2597338557243347,52,1
729.868,da3_marker_red,red,196.13885869565217,108.93961352657004,197,110,1.3660101826440005,1.1356258620565675e-260,6.718205228247408e-243,-7.61738175912992e-05,3.2236714363098145,3.218672752380371,3.1335339546203613,2.179733744287491,2.0383908757193385,0.09013748168945312,1.0439376920223236,1.185280560590476,0.031432151794433594,3.2236714363098145,1.2181429862976074,0.6795100569725037,46,1
729.868,da3_marker_purple,purple,201.70053191489365,131.44444444444446,203,132,1.4132442391598858,1.1356258620565675e-260,6.718205228247408e-243,-7.61738175912992e-05,3.2236716747283936,3.218672275543213,3.1407876014709473,2.183364194536209,2.041576590877284,0.08288407325744629,1.0403074801921846,1.1820950838511095,0.036267757415771484,3.2236716747283936,1.0981428623199463,0.17951005697250366,47,1
729.868,da3_marker_green,green,206.325,119.0,207,120,1.2064928512013717,1.1356258620565675e-260,6.718205228247408e-243,-7.61738175912992e-05,3.2236716747283936,3.218672513961792,3.1311161518096924,2.1785236339807508,2.037330243968759,0.09255552291870117,1.0451480407476428,1.1863414307596347,0.031432151794433594,3.2236716747283936,0.9981429576873779,0.45951002836227417,47,1
729.868,da3_marker_cyan,cyan,161.04375,95.66666666666667,162,97,1.6407900049298774,1.1356258620565675e-260,6.718205228247408e-243,-7.61738175912992e-05,3.223670482635498,3.2186713218688965,3.1407876014709473,2.183364194536209,2.041576590877284,0.08288288116455078,1.040306288099289,1.182093891758214,0.0265963077545166,3.223670482635498,1.998142957687378,0.9795100092887878,52,1
729.868,da3_marker_yellow,yellow,220.10625,118.22222222222223,221,119,1.1847899957819312,1.1356258620565675e-260,6.718205228247408e-243,-7.61738175912992e-05,3.2236721515655518,3.218672752380371,3.1286983489990234,2.177313523674011,2.0362702314021828,0.09497380256652832,1.0463586278915407,1.187401920163369,0.03384995460510254,3.2236721515655518,0.6981430053710938,0.47951000928878784,52,1
729.868,da3_marker_orange,orange,181.9125,127.94444444444444,183,129,1.515537456107309,1.1356258620565675e-260,6.718205228247408e-243,-7.61738175912992e-05,3.2236709594726562,3.218672513961792,3.1383697986602783,2.1821540842294693,2.0405141015136348,0.08530116081237793,1.041516875243187,1.1831568579590215,0.03384995460510254,3.2236709594726562,1.5381429195404053,0.2595100998878479,52,1
729.899,da3_marker_red,red,196.13885869565217,108.93961352657004,197,110,1.3660101826440005,9.43274900442386e-261,-9.693951324167739e-243,-7.61738175912992e-05,3.2236714363098145,3.218672752380371,3.1383697986602783,2.1821540842294693,2.0405141015136348,0.08530163764953613,1.0415173520803451,1.1831573347961797,0.004835844039916992,3.2236714363098145,1.2181429862976074,0.6793539524078369,46,1
729.899,da3_marker_purple,purple,201.99375,131.44444444444446,203,132,1.1494263951243753,9.43274900442386e-261,-9.693951324167739e-243,-7.61738175912992e-05,3.2236716747283936,3.218672275543213,3.143205404281616,2.1845743048429487,2.042639699424938,0.08046627044677734,1.0390973698854449,1.1810319753034557,0.0024178028106689453,3.2236716747283936,1.0981428623199463,0.17935395240783691,52,1
729.899,da3_marker_green,green,206.325,119.09929078014184,207,120,1.1255674563248113,9.43274900442386e-261,-9.693951324167739e-243,-7.61738175912992e-05,3.2236716747283936,3.218672513961792,3.1335339546203613,2.179733744287491,2.0383908757193385,0.09013772010803223,1.0439379304409027,1.185280799009055,0.0024178028106689453,3.2236716747283936,0.9981429576873779,0.4593539237976074,47,1
729.899,da3_marker_cyan,cyan,161.04375,95.66666666666667,162,97,1.6407900049298774,9.43274900442386e-261,-9.693951324167739e-243,-7.61738175912992e-05,3.223670482635498,3.2186713218688965,3.145623207092285,2.185784415149689,2.0437034271565957,0.07804727554321289,1.0378860674858092,1.1799670554789023,0.004835605621337891,3.223670482635498,1.998142957687378,0.9793539047241211,52,1
729.899,da3_marker_yellow,yellow,219.76171875,118.17361111111111,221,119,1.4887105325685615,9.43274900442386e-261,-9.693951324167739e-243,-7.61738175912992e-05,3.2236721515655518,3.218672752380371,3.1383697986602783,2.1821540842294693,2.0405141015136348,0.08530235290527344,1.0415180673360824,1.183158050051917,0.009671449661254883,3.2236721515655518,0.6981430053710938,0.4793539047241211,48,1
729.899,da3_marker_orange,orange,181.9125,127.94444444444444,183,129,1.515537456107309,9.43274900442386e-261,-9.693951324167739e-243,-7.61738175912992e-05,3.2236709594726562,3.218672513961792,3.1407876014709473,2.183364194536209,2.041576590877284,0.08288335800170898,1.0403067649364472,1.1820943685953722,0.0024178028106689453,3.2236709594726562,1.5381429195404053,0.25935399532318115,52,1
729.967,da3_marker_red,red,196.13885869565217,108.93961352657004,197,110,1.3660101826440005,3.390352284155736e-261,-4.636361238176382e-242,-7.61738175912992e-05,3.2236714363098145,3.218672752380371,3.152876853942871,2.189414865398407,2.0468984305630684,0.07079458236694336,1.0342565709114075,1.176773005746746,0.014507055282592773,3.2236714363098145,1.2181429862976074,0.6793439984321594,46,1
729.967,da3_marker_purple,purple,201.99375,131.44444444444446,203,132,1.1494263951243753,3.390352284155736e-261,-4.636361238176382e-242,-7.61738175912992e-05,3.2236716747283936,3.218672275543213,3.162548303604126,2.194255425953865,2.0511670691337307,0.06112337112426758,1.0294162487745284,1.1725046055946629,0.019342899322509766,3.2236716747283936,1.0981428623199463,0.17934399843215942,52,1
729.967,da3_marker_green,green,206.325,119.09929078014184,207,120,1.1255674563248113,3.390352284155736e-261,-4.636361238176382e-242,-7.61738175912992e-05,3.2236716747283936,3.218672513961792,3.15529465675354,2.1906249757051466,2.0479646350918004,0.06837701797485352,1.033046699023247,1.1757070396365932,0.02176070213317871,3.2236716747283936,0.9981429576873779,0.45934396982192993,47,1
729.967,da3_marker_cyan,cyan,161.04375,95.66666666666667,162,97,1.6407900049298774,3.390352284155736e-261,-4.636361238176382e-242,-7.61738175912992e-05,3.223670482635498,3.2186713218688965,3.157712459564209,2.1918350860118863,2.049031458804536,0.06595802307128906,1.0318353966236118,1.174639023830962,0.012089252471923828,3.223670482635498,1.998142957687378,0.9793439507484436,52,1
729.967,da3_marker_yellow,yellow,220.05424528301884,118.17819706498953,221,119,1.2529214056292297,3.390352284155736e-261,-4.636361238176382e-242,-7.61738175912992e-05,3.2236721515655518,3.218672752380371,3.150459051132202,2.1882047550916672,2.0458328452183414,0.07321310043334961,1.0354673964738845,1.1778393063472103,0.012089252471923828,3.2236721515655518,0.6981430053710938,0.4793439507484436,53,1
729.967,da3_marker_orange,orange,181.9125,127.94444444444444,183,129,1.515537456107309,3.390352284155736e-261,-4.636361238176382e-242,-7.61738175912992e-05,3.2236709594726562,3.218672513961792,3.157712459564209,2.1918350860118863,2.049031458804536,0.06595849990844727,1.03183587346077,1.1746395006681203,0.01692485809326172,3.2236709594726562,1.5381429195404053,0.25934404134750366,52,1
730.007,da3_marker_red,red,196.13885869565217,108.93961352657004,197,110,1.3660101826440005,1.4926079238421478e-261,-5.391267875336715e-242,-7.61738175912992e-05,3.2236714363098145,3.218672752380371,3.15529465675354,2.1906249757051466,2.0479646350918004,0.06837677955627441,1.0330464606046679,1.175706801218014,0.0024178028106689453,3.2236714363098145,1.2181429862976074,0.6793997287750244,46,1
730.007,da3_marker_purple,purple,201.99375,131.44444444444446,203,132,1.1494263951243753,1.4926079238421478e-261,-5.391267875336715e-242,-7.61738175912992e-05,3.2236716747283936,3.218672275543213,3.162548303604126,2.194255425953865,2.0511670691337307,0.06112337112426758,1.0294162487745284,1.1725046055946629,0.0,3.2236716747283936,1.0981428623199463,0.17939972877502441,52,1
730.007,da3_marker_green,green,206.325,119.09929078014184,207,120,1.1255674563248113,1.4926079238421478e-261,-5.391267875336715e-242,-7.61738175912992e-05,3.2236716747283936,3.218672513961792,3.152876853942871,2.189414865398407,2.0468984305630684,0.07079482078552246,1.0342568093299866,1.1767732441653251,0.0024178028106689453,3.2236716747283936,0.9981429576873779,0.4593997001647949,47,1
730.007,da3_marker_cyan,cyan,161.04375,95.66666666666667,162,97,1.6407900049298774,1.4926079238421478e-261,-5.391267875336715e-242,-7.61738175912992e-05,3.223670482635498,3.2186713218688965,3.157712459564209,2.1918350860118863,2.049031458804536,0.06595802307128906,1.0318353966236118,1.174639023830962,0.0,3.223670482635498,1.998142957687378,0.9793996810913086,52,1
730.007,da3_marker_yellow,yellow,219.76171875,118.17361111111111,221,119,1.4887105325685615,1.4926079238421478e-261,-5.391267875336715e-242,-7.61738175912992e-05,3.2236721515655518,3.218672752380371,3.152876853942871,2.189414865398407,2.0468984305630684,0.07079529762268066,1.0342572861671449,1.1767737210024833,0.0024178028106689453,3.2236721515655518,0.6981430053710938,0.4793996810913086,48,1
730.007,da3_marker_orange,orange,181.9125,127.94444444444444,183,129,1.515537456107309,1.4926079238421478e-261,-5.391267875336715e-242,-7.61738175912992e-05,3.2236709594726562,3.218672513961792,3.162548303604126,2.194255425953865,2.0511670691337307,0.06112265586853027,1.0294155335187911,1.1725038903389255,0.004835844039916992,3.2236709594726562,1.5381429195404053,0.25939977169036865,52,1
730.041,da3_marker_red,red,196.13885869565217,108.93961352657004,197,110,1.3660101826440005,-2.8430627120802817e-262,-5.907812672273915e-242,-7.61738175912992e-05,3.2236714363098145,3.218672752380371,3.157712459564209,2.1918350860118863,2.049031458804536,0.06595897674560547,1.0318363502979282,1.1746399775052785,0.0024178028106689453,3.2236714363098145,1.2181429862976074,0.6793811917304993,46,1
730.041,da3_marker_purple,purple,201.99375,131.44444444444446,203,132,1.1494263951243753,-2.8430627120802817e-262,-5.907812672273915e-242,-7.61738175912992e-05,3.2236716747283936,3.218672275543213,3.164966106414795,2.195465536260605,2.052235750459536,0.05870556831359863,1.0282061384677887,1.1714359242688577,0.0024178028106689453,3.2236716747283936,1.0981428623199463,0.17938119173049927,52,1
730.041,da3_marker_green,green,206.325,119.09929078014184,207,120,1.1255674563248113,-2.8430627120802817e-262,-5.907812672273915e-242,-7.61738175912992e-05,3.2236716747283936,3.218672513961792,3.15529465675354,2.1906249757051466,2.0479646350918004,0.06837701797485352,1.033046699023247,1.1757070396365932,0.0024178028106689453,3.2236716747283936,0.9981429576873779,0.4593811631202698,47,1
730.041,da3_marker_cyan,cyan,161.04375,95.66666666666667,162,97,1.6407900049298774,-2.8430627120802817e-262,-5.907812672273915e-242,-7.61738175912992e-05,3.223670482635498,3.2186713218688965,3.15529465675354,2.1906249757051466,2.0479646350918004,0.06837582588195801,1.0330455069303515,1.1757058475436977,0.0024178028106689453,3.223670482635498,1.998142957687378,0.9793811440467834,52,1
730.041,da3_marker_yellow,yellow,219.76171875,118.17361111111111,221,119,1.4887105325685615,-2.8430627120802817e-262,-5.907812672273915e-242,-7.61738175912992e-05,3.2236721515655518,3.218672752380371,3.15529465675354,2.1906249757051466,2.0479646350918004,0.06837749481201172,1.0330471758604052,1.1757075164737514,0.0024178028106689453,3.2236721515655518,0.6981430053710938,0.47938114404678345,48,1
730.041,da3_marker_orange,orange,181.9125,127.94444444444444,183,129,1.515537456107309,-2.8430627120802817e-262,-5.907812672273915e-242,-7.61738175912992e-05,3.2236709594726562,3.218672513961792,3.162548303604126,2.194255425953865,2.0511670691337307,0.06112265586853027,1.0294155335187911,1.1725038903389255,0.0,3.2236709594726562,1.5381429195404053,0.2593812346458435,52,1
730.103,da3_marker_red,red,196.13885869565217,108.93961352657004,197,110,1.3660101826440005,-1.8835290467531867e-261,-6.193598410409644e-242,-7.61738175912992e-05,3.2236714363098145,3.218672752380371,3.172219753265381,2.199095986509323,2.055445615136924,0.051451683044433594,1.0245754498004915,1.1682258211728906,0.014507293701171875,3.2236714363098145,1.2181429862976074,0.6792025566101074,46,1
730.103,da3_marker_purple,purple,201.99375,131.44444444444446,203,132,1.1494263951243753,-1.8835290467531867e-261,-6.193598410409644e-242,-7.61738175912992e-05,3.2236716747283936,3.218672275543213,3.17463755607605,2.2003060968160626,2.056516773259803,0.04903411865234375,1.023365577912331,1.1671549014685905,0.009671449661254883,3.2236716747283936,1.0981428623199463,0.17920255661010742,52,1
730.103,da3_marker_green,green,206.325,119.09929078014184,207,120,1.1255674563248113,-1.8835290467531867e-261,-6.193598410409644e-242,-7.61738175912992e-05,3.2236716747283936,3.218672513961792,3.167383909225464,2.1966756465673445,2.053305050969345,0.05628776550292969,1.026996028161049,1.1703666237590484,0.012089252471923828,3.2236716747283936,0.9981429576873779,0.45920252799987793,47,1
730.103,da3_marker_cyan,cyan,161.04375,95.66666666666667,162,97,1.6407900049298774,-1.8835290467531867e-261,-6.193598410409644e-242,-7.61738175912992e-05,3.223670482635498,3.2186713218688965,3.17463755607605,2.2003060968160626,2.056516773259803,0.04903292655944824,1.0233643858194355,1.167153709375695,0.019342899322509766,3.223670482635498,1.998142957687378,0.9792025089263916,52,1
730.103,da3_marker_yellow,yellow,219.76171875,118.17361111111111,221,119,1.4887105325685615,-1.8835290467531867e-261,-6.193598410409644e-242,-7.61738175912992e-05,3.2236721515655518,3.218672752380371,3.164966106414795,2.195465536260605,2.052235750459536,0.058706045150756836,1.028206615304947,1.1714364011060159,0.009671449661254883,3.2236721515655518,0.6981430053710938,0.4792025089263916,48,1
730.103,da3_marker_orange,orange,181.9125,127.94444444444444,183,129,1.515537456107309,-1.8835290467531867e-261,-6.193598410409644e-242,-7.61738175912992e-05,3.2236709594726562,3.218672513961792,3.172219753265381,2.199095986509323,2.055445615136924,0.05145120620727539,1.0245749729633333,1.1682253443357324,0.009671449661254883,3.2236709594726562,1.5381429195404053,0.25920259952545166,52,1
730.13,da3_marker_red,red,196.13885869565217,108.93961352657004,197,110,1.3660101826440005,-3.248199148551722e-261,-6.263295787664837e-242,-7.61738175912992e-05,3.2236714363098145,3.218672752380371,3.17463755607605,2.2003060968160626,2.056516773259803,0.04903388023376465,1.0233653394937519,1.1671546630500114,0.0024178028106689453,3.2236714363098145,1.2181429862976074,0.6788558959960938,46,1
730.13,da3_marker_purple,purple,201.99375,131.44444444444446,203,132,1.1494263951243753,-3.248199148551722e-261,-6.263295787664837e-242,-7.61738175912992e-05,3.2236716747283936,3.218672275543213,3.1770553588867188,2.2015162071228027,2.0575885505666864,0.046616315841674805,1.0221554676055908,1.1660831241617071,0.0024178028106689453,3.2236716747283936,1.0981428623199463,0.17885589599609375,52,1
730.13,da3_marker_green,green,206.325,119.09929078014184,207,120,1.1255674563248113,-3.248199148551722e-261,-6.263295787664837e-242,-7.61738175912992e-05,3.2236716747283936,3.218672513961792,3.167383909225464,2.1966756465673445,2.053305050969345,0.05628776550292969,1.026996028161049,1.1703666237590484,0.0,3.2236716747283936,0.9981429576873779,0.45885586738586426,47,1
730.13,da3_marker_cyan,cyan,161.04375,95.66666666666667,162,97,1.6407900049298774,-3.248199148551722e-261,-6.263295787664837e-242,-7.61738175912992e-05,3.223670482635498,3.2186713218688965,3.172219753265381,2.199095986509323,2.055445615136924,0.05145072937011719,1.0245744961261751,1.1682248674985742,0.0024178028106689453,3.223670482635498,1.998142957687378,0.9788558483123779,52,1
