ts,marker_id,color,det_u,det_v,gt_u,gt_v,pixel_err_px,roll_deg,pitch_deg,yaw_deg,gt_depth_geom_m,gt_depth_img_m,da3_depth_m,da3_lin_m,da3_quad_m,err_raw_m,err_lin_m,err_quad_m,jitter_m,gt_x_cam_m,gt_y_cam_m,gt_z_cam_m,blob_area_px,detected,da3_depth_median,da3_depth_smoothed,gt_diff,da3_orig_diff,da3_smoothed_diff
1139.418,da3_elev_marker_red,red,21.3513461538462,105.690028490028,23,106,1.67754041424697,-2.07348566225214e-23,-1.04277308669451e-08,91.8793231849237,2.91415047645569,2.90283274650574,4.43359375,2.830413671875,2.69837283935547,1.51944327354431,0.0837368045806888,0.21577763710022,0.03125,2.91415047645569,4.58132886886597,0.684706628322601,195.0,1.0,4.40234375,4.396748883611927,0.0,0.03125,0.0023977998806019585
1139.459,da3_elev_marker_red,red,21.3513461538462,105.690028490028,23,106,1.67754041424697,-2.4437509590828801e-23,-1.02377717419893e-08,91.8793231849237,2.91415047645569,2.90283274650574,4.390625,2.8089078125,2.6736988671875,1.47647452354431,0.105242663955689,0.240451609268189,0.04296875,2.91415047645569,4.58132886886597,0.684589087963104,195.0,1.0,4.39453125,4.396083593528349,0.0,-0.04296875,-0.000665290083578185
1139.493,da3_elev_marker_red,red,21.3513461538462,105.690028490028,23,106,1.67754041424697,-2.66591013718132e-23,-9.769472024795451e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.38671875,2.806952734375,2.67146547607422,1.47256827354431,0.107197742080689,0.24268500038147,0.00390625,2.91415047645569,4.58132886886597,0.684352219104767,195.0,1.0,4.39453125,4.395617890469844,0.0,-0.00390625,-0.0004657030585049071
1139.518,da3_elev_marker_red,red,21.3513461538462,105.690028490028,23,106,1.67754041424697,-2.14753872161829e-23,-9.06764118228352e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.38671875,2.806952734375,2.67146547607422,1.47256827354431,0.107197742080689,0.24268500038147,0.0,2.91415047645569,4.58132886886597,0.684136152267456,195.0,1.0,4.390625,4.394120023328891,0.0,0.0,-0.0014978671409533462
1139.562,da3_elev_marker_red,red,21.3028846153846,105.729914529915,23,106,1.71847222551007,-1.92537954351985e-23,-8.17540109464123e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.390625,2.8089078125,2.6736988671875,1.47647452354431,0.105242663955689,0.240451609268189,0.00390625,2.91415047645569,4.58132886886597,0.68389105796814,195.0,1.0,4.390625,4.393071516330223,0.0,0.00390625,-0.0010485069986678752
1139.585,da3_elev_marker_red,red,21.3028846153846,105.729914529915,23,107,2.11974473227804,-1.5551142466891102e-23,-7.139154380907631e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.40234375,2.814773046875,2.68040873779297,1.48819327354431,0.0993774295806884,0.23374173866272,0.01171875,2.91415047645569,4.58132886886597,0.683676064014435,195.0,1.0,4.390625,4.392337561431156,0.0,0.01171875,-0.0007339548990668021
1139.618,da3_elev_marker_red,red,21.3028846153846,105.729914529915,23,107,2.11974473227804,-1.18484894985837e-23,-6.0040595912459305e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.3828125,2.80499765625,2.66923370117188,1.46866202354431,0.109152820205689,0.244916775283814,0.01953125,2.91415047645569,4.58132886886597,0.68350076675415,195.0,1.0,4.390625,4.391823793001809,0.0,-0.01953125,-0.000513768429347472
1139.659,da3_elev_marker_red,red,21.3028846153846,105.729914529915,23,107,2.11974473227804,-9.626897717599231e-24,-4.81455542645111e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.390625,2.8089078125,2.6736988671875,1.47647452354431,0.105242663955689,0.240451609268189,0.0078125,2.91415047645569,4.58132886886597,0.683456361293793,195.0,1.0,4.390625,4.391464155101266,0.0,0.0078125,-0.0003596379005426087
1139.698,da3_elev_marker_red,red,21.3028846153846,105.729914529915,23,107,2.11974473227804,-7.03504063978405e-24,-3.6117093380098205e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.3984375,2.81281796875,2.67817049804687,1.48428702354431,0.101332507705688,0.235979978408814,0.0078125,2.91415047645569,4.58132886886597,0.683614492416382,195.0,1.0,4.390625,4.391212408570886,0.0,0.0078125,-0.00025174653038018135
1139.718,da3_elev_marker_red,red,21.3028846153846,105.729914529915,23,106,1.71847222551007,-4.4431835619688705e-24,-2.43102730971943e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.3828125,2.80499765625,2.66923370117188,1.46866202354431,0.109152820205689,0.244916775283814,0.015625,2.91415047645569,4.58132886886597,0.68387496471405,195.0,1.0,4.390625,4.39103618599962,0.0,-0.015625,-0.00017622257126603813
1139.76,da3_elev_marker_red,red,21.3233891752577,105.705612829324,23,106,1.70225957594647,-1.94389280836138e-24,-1.30451639019689e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.39453125,2.810862890625,2.67593387451172,1.48038077354431,0.103287585830689,0.23821660194397,0.01171875,2.91415047645569,4.58132886886597,0.684196889400482,194.0,1.0,4.390625,4.390912830199734,0.0,0.01171875,-0.00012335579988587142
1139.785,da3_elev_marker_red,red,21.3513461538462,105.690028490028,23,106,1.67754041424697,4.62831621038424e-25,-2.59460684834405e-10,91.8793231849237,2.91415047645569,2.90283274650574,4.41796875,2.822593359375,2.68937785888672,1.50381827354431,0.0915571170806886,0.22477261756897,0.0234375,2.91415047645569,4.58132886886597,0.684496343135834,195.0,1.0,4.390625,4.390826481139814,0.0,0.0234375,-8.634905992011e-05
1139.818,da3_elev_marker_red,red,21.3513461538462,105.690028490028,23,106,1.67754041424697,2.5918570778151802e-24,6.8155721389498e-10,91.8793231849237,2.91415047645569,2.90283274650574,4.4140625,2.82063828125,2.68713315429688,1.49991202354431,0.0935121952056885,0.227017322158813,0.00390625,2.91415047645569,4.58132886886597,0.684844851493835,195.0,1.0,4.390625,4.39076603679787,0.0,-0.00390625,-6.0444341944076996e-05
1139.862,da3_elev_marker_red,red,21.3348214285714,105.662698412698,23,106,1.69899736184053,4.7208825345919305e-24,1.50134224771353e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.4140625,2.82063828125,2.68713315429688,1.49991202354431,0.0935121952056885,0.227017322158813,0.0,2.91415047645569,4.58132886886597,0.685164034366608,196.0,1.0,4.39453125,4.391895600758509,0.0,0.0,0.0011295639606387908
1139.903,da3_elev_marker_red,red,21.3348214285714,105.662698412698,23,106,1.69899736184053,6.664775342953311e-24,2.1880290267597404e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.42578125,2.826503515625,2.69387211669922,1.51163077354431,0.0876469608306887,0.220278359756469,0.01171875,2.91415047645569,4.58132886886597,0.68544602394104,196.0,1.0,4.39453125,4.392686295530956,0.0,0.01171875,0.000790694772446976
1139.935,da3_elev_marker_red,red,21.3348214285714,105.662698412698,23,106,1.69899736184053,9.07149977235312e-24,2.7344330214836e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.421875,2.8245484375,2.6916241796875,1.50772452354431,0.0896020389556886,0.222526296768189,0.00390625,2.91415047645569,4.58132886886597,0.685593783855438,196.0,1.0,4.39453125,4.393239781871669,0.0,-0.00390625,0.0005534863407135049
1139.997,da3_elev_marker_red,red,21.3348214285714,105.662698412698,23,106,1.69899736184053,1.0552560959676101e-23,3.13859632296879e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.3984375,2.81281796875,2.67817049804687,1.48428702354431,0.101332507705688,0.235979978408814,0.0234375,2.91415047645569,4.58132886886597,0.685600101947784,196.0,1.0,4.3984375,4.394799097310168,0.0,-0.0234375,0.0015593154384987429
1140.018,da3_elev_marker_red,red,21.3348214285714,105.662698412698,23,106,1.69899736184053,1.07376936080914e-23,3.4035645943354304e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.40625,2.816728125,2.68264859375,1.49209952354431,0.0974223514556885,0.231501882705689,0.0078125,2.91415047645569,4.58132886886597,0.685539484024048,196.0,1.0,4.3984375,4.395890618117117,0.0,0.0078125,0.0010915208069492977
1140.068,da3_elev_marker_red,red,21.3348214285714,105.662698412698,23,106,1.69899736184053,1.14782242017529e-23,3.5361211532708404e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.359375,2.7932671875,2.6558769921875,1.44522452354431,0.120883288955688,0.258273484268188,0.046875,2.91415047645569,4.58132886886597,0.685455560684204,196.0,1.0,4.3984375,4.396654682681982,0.0,-0.046875,0.0007640645648647748
1140.102,da3_elev_marker_red,red,21.3348214285714,105.662698412698,23,106,1.69899736184053,1.11079589049222e-23,3.5454460873345e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.4140625,2.82063828125,2.68713315429688,1.49991202354431,0.0935121952056885,0.227017322158813,0.0546875,2.91415047645569,4.58132886886597,0.685279369354248,196.0,1.0,4.40234375,4.398361402877387,0.0,0.0546875,0.001706720195405076
1140.135,da3_elev_marker_red,red,21.3348214285714,105.662698412698,23,106,1.69899736184053,1.03674283112607e-23,3.4442959261968205e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.4140625,2.82063828125,2.68713315429688,1.49991202354431,0.0935121952056885,0.227017322158813,0.0,2.91415047645569,4.58132886886597,0.685051560401917,196.0,1.0,4.40625,4.400727982014171,0.0,0.0,0.002366579136784175
1140.185,da3_elev_marker_red,red,21.3513461538462,105.690028490028,23,106,1.67754041424697,7.9607038818609e-24,2.9725354556468903e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.3984375,2.81281796875,2.67817049804687,1.48428702354431,0.101332507705688,0.235979978408814,0.015625,2.91415047645569,4.58132886886597,0.684823453426361,195.0,1.0,4.40625,4.4023845874099194,0.0,-0.015625,0.0016566053957483007
1140.218,da3_elev_marker_red,red,21.3348214285714,105.662698412698,23,106,1.69899736184053,6.664775342953311e-24,2.6343754547875203e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.36328125,2.795222265625,2.65809906982422,1.44913077354431,0.118928210830688,0.25605140663147,0.03515625,2.91415047645569,4.58132886886597,0.68486875295639,196.0,1.0,4.40625,4.403544211186944,0.0,-0.03515625,0.0011596237770241657
1140.268,da3_elev_marker_red,red,21.3348214285714,105.662698412698,23,106,1.69899736184053,4.81344885879961e-24,2.2494971228257103e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.359375,2.7932671875,2.6558769921875,1.44522452354431,0.120883288955688,0.258273484268188,0.00390625,2.91415047645569,4.58132886886597,0.684927403926849,196.0,1.0,4.40625,4.40435594783086,0.0,-0.00390625,0.0008117366439162055
1140.318,da3_elev_marker_red,red,21.3348214285714,105.662698412698,23,106,1.69899736184053,1.48106118732296e-24,1.40388579341375e-09,91.8793231849237,2.91415047645569,2.90283274650574,4.3984375,2.81281796875,2.67817049804687,1.48428702354431,0.101332507705688,0.235979978408814,0.0390625,2.91415047645569,4.58132886886597,0.685023486614227,196.0,1.0,4.40625,4.404924163481601,0.0,0.0390625,0.0005682156507411662
