t_sec,x,y,z
1763912764.474209,10.000182209582233,-3.495210430721005e-05,0.14798757763730294
1763912764.551895,10.000182209582233,-3.495210430721005e-05,0.14798757763730294
1763912764.625592,10.000182209582233,-3.495210430721005e-05,0.14798757763730294
1763912764.693177,10.000182209582233,-3.495210430721005e-05,0.14798757763730294
1763912764.761636,10.000182209582233,-3.495210430721005e-05,0.14798757763730294
1763912764.834556,10.000182209582233,-3.495210430721005e-05,0.14798757763730294
1763912764.920448,10.0001833586271,-3.4963091503183974e-05,0.14798757345854152
1763912765.019246,10.0001833586271,-3.4963091503183974e-05,0.14798757345854152
1763912765.086063,10.0001833586271,-3.4963091503183974e-05,0.14798757345854152
1763912765.147041,10.0001833586271,-3.4963091503183974e-05,0.14798757345854152
1763912765.206516,10.0001833586271,-3.4963091503183974e-05,0.14798757345854152
1763912765.267789,10.000184374789699,-3.496065080144674e-05,0.1479875733149616
1763912765.327963,10.000184374789699,-3.496065080144674e-05,0.1479875733149616
1763912765.387044,10.000184374789699,-3.496065080144674e-05,0.1479875733149616
1763912765.446169,10.000184374789699,-3.496065080144674e-05,0.1479875733149616
1763912765.505341,10.000184374789699,-3.496065080144674e-05,0.1479875733149616
1763912765.565088,10.000185396304731,-3.496063233870471e-05,0.14798757348403724
1763912765.62389,10.000185396304731,-3.496063233870471e-05,0.14798757348403724
1763912765.691728,10.000185396304731,-3.496063233870471e-05,0.14798757348403724
1763912765.757285,10.000185396304731,-3.496063233870471e-05,0.14798757348403724
1763912765.811514,10.000185396304731,-3.496063233870471e-05,0.14798757348403724
1763912765.864373,10.000185396304731,-3.496063233870471e-05,0.14798757348403724
1763912765.920865,10.000186611143953,-3.496063157472918e-05,0.14798757376142657
1763912765.975112,10.000186611143953,-3.496063157472918e-05,0.14798757376142657
1763912766.028286,10.000186611143953,-3.496063157472918e-05,0.14798757376142657
1763912766.082354,10.000186611143953,-3.496063157472918e-05,0.14798757376142657
1763912766.135792,10.000186611143953,-3.496063157472918e-05,0.14798757376142657
1763912766.188839,10.000186611143953,-3.496063157472918e-05,0.14798757376142657
1763912766.242514,10.000187832358078,-3.4960631711153375e-05,0.14798757404547228
1763912766.29528,10.000187832358078,-3.4960631711153375e-05,0.14798757404547228
1763912766.349128,10.000187832358078,-3.4960631711153375e-05,0.14798757404547228
1763912766.402503,10.000187832358078,-3.4960631711153375e-05,0.14798757404547228
1763912766.456779,10.000187832358078,-3.4960631711153375e-05,0.14798757404547228
1763912766.510814,10.000187832358078,-3.4960631711153375e-05,0.14798757404547228
1763912766.564644,10.000189059323738,-3.496064155188583e-05,0.14798757434856621
1763912766.61921,10.000189258363264,-3.514351442055428e-05,0.15033984531585168
1763912766.672969,10.000189464497106,-3.9619452778708645e-05,0.1569392128205484
1763912766.727486,10.000189672065055,-4.692320834402854e-05,0.16777324674094776
1763912766.781066,10.000189880766783,-5.704283740498358e-05,0.18282273330554485
